year,marital,age,race,rincome,partyid,relig,tvhours
2000,Never married,20,White,Refused,Independent,Protestant,2
2000,Divorced,38,Black,$25000 or more,Not str democrat,Protestant,NA
2000,Widowed,38,White,$25000 or more,Strong democrat,Protestant,8
2000,Divorced,70,White,Not applicable,Strong republican,Protestant,2
2000,Divorced,54,White,$20000 - 24999,Not str republican,Protestant,NA
2000,Divorced,32,White,Not applicable,Strong democrat,None,NA
2000,Never married,31,White,$1000 to 2999,Independent,Catholic,4
2000,Divorced,26,Black,$25000 or more,Strong democrat,None,4
2000,Widowed,84,White,Not applicable,Strong democrat,Catholic,6
2000,Widowed,42,Other,$25000 or more,Strong republican,Catholic,NA
2000,Married,41,Black,$25000 or more,Not str republican,None,7
2000,Married,32,White,Not applicable,Independent,Catholic,NA
2000,Never married,25,White,$15000 - 19999,Strong republican,Protestant,NA
2000,Never married,51,White,Not applicable,Independent,Other,NA
2000,Never married,30,White,$20000 - 24999,Independent,None,10
2000,Married,34,White,$3000 to 3999,Independent,Catholic,2
2000,Married,52,White,$25000 or more,Not str republican,Catholic,7
2000,Married,52,White,$10000 - 14999,Independent,Protestant,2
2000,Widowed,79,White,Not applicable,Strong republican,Protestant,NA
2000,Divorced,26,Other,No answer,Not str democrat,Christian,1
2000,Never married,32,Black,$20000 - 24999,Strong democrat,Christian,NA
2000,Married,37,White,$25000 or more,Not str republican,None,NA
2000,Married,23,Other,Not applicable,"Ind,near dem",Christian,4
2000,Married,32,Other,$20000 - 24999,Independent,Catholic,NA
2000,Never married,21,Other,Not applicable,Not str democrat,Christian,1
2000,Married,24,Other,Not applicable,"Ind,near dem",None,4
2000,Married,28,Black,$15000 - 19999,Strong democrat,Protestant,6
2000,Married,35,Other,$25000 or more,Strong democrat,Christian,1
2000,Widowed,48,Black,$25000 or more,Strong democrat,Catholic,NA
2000,Never married,30,White,$20000 - 24999,Independent,None,NA
2000,Married,57,White,Not applicable,Other party,Catholic,NA
2000,Divorced,46,Black,Not applicable,Not str democrat,Protestant,NA
2000,Divorced,49,Black,Not applicable,Not str democrat,Protestant,2
2000,Married,20,Other,No answer,Not str republican,Catholic,NA
2000,Widowed,74,White,Not applicable,Strong republican,Catholic,4
2000,Married,53,White,Not applicable,Not str republican,None,15
2000,Married,66,Other,$15000 - 19999,Strong republican,Catholic,4
2000,Married,27,White,Not applicable,Strong republican,Protestant,NA
2000,Married,25,White,$15000 - 19999,Strong republican,Protestant,0
2000,Married,54,White,$20000 - 24999,Not str democrat,None,2
2000,Never married,19,White,Not applicable,Not str democrat,Jewish,NA
2000,Divorced,51,Black,Not applicable,Not str democrat,None,12
2000,Married,31,Other,$25000 or more,Strong democrat,Catholic,1
2000,Never married,31,White,Not applicable,Not str democrat,Catholic,NA
2000,Separated,36,Black,$25000 or more,Strong democrat,Christian,1
2000,Widowed,60,White,$15000 - 19999,Independent,Protestant,0
2000,Divorced,35,Black,$25000 or more,Strong democrat,Catholic,5
2000,Married,55,White,Refused,Strong democrat,Jewish,NA
2000,Married,51,White,Not applicable,Strong democrat,Jewish,6
2000,Never married,25,White,$25000 or more,Independent,Catholic,NA
2000,Separated,49,White,Refused,Not str republican,Protestant,NA
2000,Never married,38,White,$25000 or more,Not str democrat,Buddhism,NA
2000,Married,53,White,$15000 - 19999,Strong democrat,None,1
2000,Married,52,White,$25000 or more,Not str democrat,None,1
2000,Married,60,Black,Not applicable,"Ind,near dem",Catholic,NA
2000,Married,28,Black,Refused,Independent,Moslem/islam,1
2000,Never married,44,Black,Lt $1000,"Ind,near rep",Catholic,NA
2000,Married,42,Black,$15000 - 19999,Other party,Protestant,NA
2000,Married,42,Other,Refused,"Ind,near dem",Moslem/islam,1
2000,Never married,20,Black,$1000 to 2999,Not str democrat,Protestant,10
2000,Divorced,66,White,Not applicable,Not str democrat,Catholic,3
2000,Married,42,Black,$15000 - 19999,"Ind,near dem",Protestant,1
2000,Married,72,White,Not applicable,"Ind,near rep",Catholic,NA
2000,Married,43,White,$15000 - 19999,Independent,Catholic,NA
2000,Never married,54,White,Don't know,Strong republican,Jewish,NA
2000,Never married,57,White,$25000 or more,Strong democrat,Jewish,NA
2000,Never married,56,Black,$25000 or more,Strong democrat,Catholic,NA
2000,Never married,34,Black,$15000 - 19999,Strong democrat,Protestant,NA
2000,Never married,31,Black,Not applicable,Strong democrat,Protestant,5
2000,Never married,25,Other,$3000 to 3999,Independent,Catholic,3
2000,Never married,30,Black,Not applicable,Independent,Protestant,24
2000,Never married,24,Black,$25000 or more,Not str democrat,Protestant,7
2000,Never married,35,Black,Not applicable,Not str democrat,Protestant,NA
2000,Never married,32,Black,$15000 - 19999,Not str democrat,None,3
2000,Married,38,Other,$25000 or more,Not str democrat,Catholic,4
2000,Separated,46,White,Don't know,Not str democrat,Catholic,NA
2000,Married,59,White,$25000 or more,Strong democrat,Catholic,4
2000,Never married,26,White,Refused,Not str democrat,Protestant,NA
2000,Divorced,29,White,$7000 to 7999,Independent,Catholic,NA
2000,Married,25,White,Refused,Not str democrat,Catholic,2
2000,Widowed,59,White,Don't know,Independent,Catholic,3
2000,Married,29,White,$15000 - 19999,Independent,Catholic,2
2000,Never married,25,White,$25000 or more,Independent,Catholic,3
2000,Married,68,White,Not applicable,Not str democrat,Orthodox-christian,NA
2000,Married,78,White,Not applicable,Strong democrat,Orthodox-christian,NA
2000,Never married,32,Other,Refused,Not str democrat,Moslem/islam,1
2000,Widowed,54,White,Refused,Not str democrat,Orthodox-christian,NA
2000,Never married,40,White,$25000 or more,Strong democrat,Catholic,2
2000,Never married,41,White,Refused,Not str democrat,Catholic,NA
2000,Married,37,Other,Not applicable,Independent,Buddhism,8
2000,Married,31,White,Not applicable,Independent,Catholic,5
2000,Separated,36,Other,Not applicable,Independent,Catholic,2
2000,Never married,55,White,$25000 or more,Independent,Jewish,4
2000,Never married,31,Other,Refused,"Ind,near rep",Catholic,1
2000,Married,58,White,Refused,Not str republican,Catholic,NA
2000,Married,38,White,$25000 or more,Not str democrat,Other,NA
2000,Married,36,White,Not applicable,Independent,Jewish,2
2000,Married,53,White,Not applicable,Not str democrat,Orthodox-christian,1
2000,Divorced,25,White,$25000 or more,Not str democrat,Catholic,2
2000,Married,29,White,Refused,Independent,Catholic,2
2000,Married,52,White,Refused,Not str republican,Catholic,NA
2000,Married,45,White,Refused,Not str democrat,Jewish,2
2000,Married,64,White,Not applicable,Not str democrat,Orthodox-christian,NA
2000,Married,42,White,$25000 or more,Strong republican,Catholic,1
2000,Widowed,62,Black,$6000 to 6999,Strong democrat,Protestant,NA
2000,Separated,44,White,Not applicable,Independent,Protestant,NA
2000,Separated,32,Black,Not applicable,Not str democrat,Protestant,NA
2000,Never married,21,Black,Not applicable,Not str democrat,None,2
2000,Widowed,62,Other,Not applicable,Not str democrat,Catholic,8
2000,Widowed,48,Black,$5000 to 5999,Not str democrat,Protestant,8
2000,Divorced,41,White,Refused,Not str democrat,Catholic,2
2000,Never married,31,Black,$10000 - 14999,Not str democrat,Christian,2
2000,Separated,37,Black,Refused,Independent,Protestant,0
2000,Divorced,40,White,Not applicable,Not str democrat,Protestant,NA
2000,Never married,32,Black,Not applicable,Independent,Protestant,2
2000,Never married,27,Black,Refused,Independent,Catholic,0
2000,Never married,19,White,Refused,Independent,Catholic,2
2000,Married,48,White,$25000 or more,"Ind,near dem",Protestant,0
2000,Married,39,White,No answer,Not str republican,Catholic,1
2000,Never married,21,White,Not applicable,Independent,Catholic,2
2000,Married,70,White,Refused,Independent,Protestant,3
2000,Married,48,White,$4000 to 4999,Strong republican,Catholic,3
2000,Married,44,White,$25000 or more,Strong republican,Catholic,2
2000,Divorced,63,White,Refused,"Ind,near rep",Catholic,2
2000,Married,43,White,Not applicable,Other party,Protestant,1
2000,Married,36,Other,$25000 or more,Not str democrat,Catholic,2
2000,Never married,29,Black,$8000 to 9999,Not str democrat,Protestant,10
2000,Married,51,Other,$15000 - 19999,Not str democrat,Catholic,2
2000,Married,40,Other,$25000 or more,Independent,None,NA
2000,Divorced,62,Other,$25000 or more,Not str democrat,Catholic,NA
2000,Never married,33,Other,$25000 or more,Not str democrat,Catholic,2
2000,Married,82,White,Not applicable,Not str republican,Catholic,5
2000,Married,59,Other,$15000 - 19999,Strong democrat,Catholic,NA
2000,Married,49,White,$25000 or more,Not str democrat,Catholic,1
2000,Never married,41,Other,$25000 or more,Strong democrat,Other,1
2000,Married,35,Black,$3000 to 3999,"Ind,near rep",Protestant,20
2000,Never married,25,Black,$25000 or more,Independent,Catholic,NA
2000,Never married,19,Black,Not applicable,Independent,None,1
2000,Married,63,Black,Lt $1000,Strong democrat,Protestant,NA
2000,Married,37,Other,$25000 or more,Not str democrat,Protestant,NA
2000,Separated,47,Other,$8000 to 9999,Independent,None,NA
2000,Never married,19,Other,Not applicable,Strong democrat,Hinduism,4
2000,Never married,29,White,$25000 or more,"Ind,near rep",Catholic,NA
2000,Widowed,43,Other,Not applicable,"Ind,near rep",Catholic,3
2000,Married,25,Other,$25000 or more,Independent,Hinduism,1
2000,Married,35,White,$25000 or more,Strong republican,Catholic,4
2000,Divorced,53,White,$25000 or more,Independent,Catholic,NA
2000,Married,49,White,$20000 - 24999,Not str democrat,Catholic,2
2000,Married,45,White,$25000 or more,Other party,Protestant,NA
2000,Married,52,White,$25000 or more,Strong democrat,Catholic,2
2000,Married,36,White,Not applicable,"Ind,near rep",Catholic,2
2000,Married,36,White,$25000 or more,Not str republican,Catholic,NA
2000,Married,41,White,$25000 or more,Independent,Protestant,3
2000,Married,33,White,Not applicable,Independent,Catholic,2
2000,Widowed,62,White,$20000 - 24999,"Ind,near rep",Protestant,NA
2000,Never married,34,White,$25000 or more,Independent,Catholic,3
2000,Divorced,48,White,$25000 or more,"Ind,near rep",Christian,1
2000,Married,38,White,$1000 to 2999,Independent,Catholic,2
2000,Married,54,White,$25000 or more,Other party,Catholic,NA
2000,Married,32,White,$25000 or more,Not str democrat,Catholic,3
2000,Never married,38,Black,Not applicable,Strong democrat,Moslem/islam,6
2000,Never married,39,Other,$25000 or more,Not str democrat,Catholic,NA
2000,Never married,19,Black,Not applicable,Strong democrat,Catholic,8
2000,Never married,27,Other,$25000 or more,Independent,None,2
2000,Never married,23,White,$7000 to 7999,Independent,None,2
2000,Never married,22,Other,$25000 or more,Independent,None,NA
2000,Married,40,White,Not applicable,Strong republican,Catholic,NA
2000,Married,33,White,$25000 or more,Not str republican,Catholic,NA
2000,Never married,24,White,$25000 or more,Not str republican,Catholic,NA
2000,Married,41,White,No answer,Not str republican,Catholic,1
2000,Married,51,White,$25000 or more,Not str republican,Catholic,2
2000,Married,37,White,$25000 or more,Not str republican,Catholic,2
2000,Married,51,White,$25000 or more,Not str democrat,Protestant,1
2000,Never married,54,White,$25000 or more,Strong democrat,Jewish,NA
2000,Separated,23,White,Don't know,Independent,Jewish,NA
2000,Married,63,White,Don't know,"Ind,near rep",Catholic,NA
2000,Never married,52,White,$25000 or more,Strong republican,Catholic,0
2000,Never married,27,Other,$10000 - 14999,Not str democrat,Catholic,NA
2000,Married,35,White,Refused,Not str republican,Catholic,1
2000,Married,47,White,$1000 to 2999,Independent,None,NA
2000,Never married,23,White,$15000 - 19999,"Ind,near rep",Catholic,NA
2000,Married,47,White,$25000 or more,Not str democrat,None,NA
2000,Never married,37,Black,$20000 - 24999,Strong democrat,Protestant,0
2000,Divorced,28,Other,Not applicable,Not str republican,Catholic,2
2000,Married,35,Other,$25000 or more,"Ind,near rep",Catholic,NA
2000,Divorced,48,Other,$20000 - 24999,Independent,Catholic,NA
2000,Widowed,72,White,$8000 to 9999,Not str democrat,Catholic,4
2000,Married,57,White,Not applicable,"Ind,near rep",Catholic,4
2000,Never married,40,White,$25000 or more,Strong democrat,Catholic,NA
2000,Married,36,Black,$20000 - 24999,"Ind,near dem",Jewish,8
2000,Never married,65,White,$25000 or more,"Ind,near rep",Catholic,NA
2000,Separated,56,White,$25000 or more,Other party,Jewish,NA
2000,Divorced,55,White,Not applicable,Not str democrat,Catholic,NA
2000,Never married,23,White,$15000 - 19999,Independent,None,1
2000,Widowed,84,White,Not applicable,"Ind,near dem",Catholic,NA
2000,Separated,62,Black,$15000 - 19999,Strong democrat,Protestant,1
2000,Married,40,White,$7000 to 7999,Other party,None,2
2000,Never married,42,White,$20000 - 24999,Not str democrat,Catholic,4
2000,Married,47,White,Not applicable,"Ind,near rep",Catholic,2
2000,Never married,53,White,Refused,Independent,Protestant,NA
2000,Never married,26,White,$20000 - 24999,Independent,Protestant,NA
2000,Never married,25,White,$20000 - 24999,"Ind,near dem",Catholic,2
2000,Divorced,64,White,Not applicable,"Ind,near dem",Catholic,4
2000,Divorced,40,White,$25000 or more,Not str democrat,Catholic,3
2000,Never married,24,Black,No answer,"Ind,near rep",Protestant,NA
2000,Never married,27,Black,$15000 - 19999,"Ind,near dem",Protestant,3
2000,Married,39,White,$25000 or more,Independent,None,1
2000,Divorced,46,Black,Don't know,Independent,Protestant,4
2000,Never married,18,White,Don't know,Independent,Catholic,4
2000,Married,46,Black,$15000 - 19999,Strong democrat,Protestant,2
2000,Married,80,White,Not applicable,Strong democrat,Catholic,4
2000,Widowed,77,White,Not applicable,Not str democrat,Catholic,3
2000,Never married,61,Other,$25000 or more,"Ind,near rep",Catholic,4
2000,Separated,46,White,$15000 - 19999,Independent,Catholic,NA
2000,Divorced,53,White,$25000 or more,"Ind,near rep",None,1
2000,Divorced,32,White,$25000 or more,Independent,Catholic,5
2000,Divorced,51,White,$1000 to 2999,Not str democrat,Other,2
2000,Never married,32,White,Don't know,Independent,Catholic,NA
2000,Married,38,White,Not applicable,Not str republican,Catholic,NA
2000,Divorced,50,White,$25000 or more,Strong democrat,Protestant,3
2000,Married,46,White,$20000 - 24999,Not str republican,Other eastern,NA
2000,Separated,42,White,$25000 or more,Strong republican,None,2
2000,Never married,31,White,$25000 or more,Not str republican,Catholic,1
2000,Married,47,White,$25000 or more,"Ind,near dem",Catholic,2
2000,Married,45,White,$4000 to 4999,Not str republican,Protestant,2
2000,Married,26,White,Not applicable,"Ind,near rep",None,NA
2000,Married,45,White,$25000 or more,Not str democrat,Jewish,NA
2000,Married,32,White,$25000 or more,Not str republican,Protestant,NA
2000,Married,31,White,$20000 - 24999,"Ind,near rep",Protestant,4
2000,Married,40,White,$15000 - 19999,"Ind,near dem",None,NA
2000,Never married,18,White,$1000 to 2999,Independent,None,0
2000,Widowed,44,Black,$15000 - 19999,Not str democrat,Protestant,2
2000,Never married,35,Black,$1000 to 2999,Strong democrat,Protestant,3
2000,Never married,31,Black,$25000 or more,"Ind,near dem",Protestant,0
2000,Divorced,50,Other,Not applicable,Other party,Catholic,NA
2000,Never married,37,Black,No answer,Strong democrat,Protestant,4
2000,Married,37,White,$25000 or more,Strong republican,Protestant,NA
2000,Never married,19,White,$4000 to 4999,"Ind,near rep",Protestant,NA
2000,Never married,28,White,$15000 - 19999,"Ind,near rep",None,6
2000,Married,79,White,Not applicable,Not str republican,Protestant,NA
2000,Married,31,White,$25000 or more,Strong republican,Protestant,3
2000,Married,33,White,$10000 - 14999,Not str democrat,Protestant,2
2000,Married,56,White,$25000 or more,Not str republican,Protestant,3
2000,Married,30,White,$25000 or more,Not str republican,Protestant,NA
2000,Never married,22,White,$15000 - 19999,Independent,Protestant,4
